架次编号,无人机编号,机型编号,阶段,采样比例,通信状态,中继位置,中继海拔,直连损耗_dB,直连阈值_dB,直连LOS,覆盖证据
T012,U08,C,航段0,0.10,直连,,,97.55,122.00,true,接入97.48dB/回传79.85dB
T012,U08,C,航段0,0.15,直连,,,101.04,122.00,true,接入101.00dB/回传79.85dB
T012,U08,C,航段0,0.20,直连,,,103.52,122.00,true,接入103.50dB/回传79.85dB
T012,U08,C,航段0,0.25,直连,,,105.45,122.00,true,接入105.44dB/回传79.85dB
T012,U08,C,航段0,0.30,直连,,,107.03,122.00,true,接入107.02dB/回传79.85dB
T012,U08,C,航段0,0.35,直连,,,108.37,122.00,true,接入108.36dB/回传79.85dB
T012,U08,C,航段0,0.40,直连,,,109.53,122.00,true,接入109.52dB/回传79.85dB
T012,U08,C,航段0,0.45,直连,,,110.55,122.00,true,接入110.54dB/回传79.85dB
T012,U08,C,航段0,0.50,直连,,,111.46,122.00,true,接入111.46dB/回传79.85dB
T012,U08,C,航段0,0.55,直连,,,112.29,122.00,true,接入112.29dB/回传79.85dB
T012,U08,C,航段0,0.60,直连,,,113.05,122.00,true,接入113.04dB/回传79.85dB
T012,U08,C,航段0,0.65,直连,,,113.74,122.00,true,接入113.74dB/回传79.85dB
T012,U08,C,航段0,0.70,直连,,,114.38,122.00,true,接入114.38dB/回传79.85dB
T012,U08,C,航段0,0.75,直连,,,114.98,122.00,true,接入114.98dB/回传79.85dB
T012,U08,C,航段0,0.80,直连,,,115.54,122.00,true,接入115.54dB/回传79.85dB
T012,U08,C,航段0,0.85,直连,,,116.07,122.00,true,接入116.07dB/回传79.85dB
T012,U08,C,航段0,0.90,直连,,,116.57,122.00,true,接入116.57dB/回传79.85dB
T012,U08,C,航段0,0.95,直连,,,117.04,122.00,true,接入117.03dB/回传79.85dB
T012,U08,C,航段0,1.00,直连,,,117.48,122.00,true,接入117.48dB/回传79.85dB
T012,U08,C,航段1,0.00,直连,,,117.48,122.00,true,接入117.48dB/回传79.85dB
T012,U08,C,航段1,0.05,直连,,,117.38,122.00,true,接入117.38dB/回传79.85dB
T012,U08,C,航段1,0.10,直连,,,117.28,122.00,true,接入117.28dB/回传79.85dB
T012,U08,C,航段1,0.15,直连,,,117.17,122.00,true,接入117.17dB/回传79.85dB
T012,U08,C,航段1,0.20,直连,,,117.07,122.00,true,接入117.07dB/回传79.85dB
T012,U08,C,航段1,0.25,直连,,,116.96,122.00,true,接入116.96dB/回传79.85dB
T012,U08,C,航段1,0.30,直连,,,116.86,122.00,true,接入116.86dB/回传79.85dB
T012,U08,C,航段1,0.35,直连,,,116.75,122.00,true,接入116.75dB/回传79.85dB
T012,U08,C,航段1,0.40,直连,,,116.64,122.00,true,接入116.64dB/回传79.85dB
T012,U08,C,航段1,0.45,直连,,,116.53,122.00,true,接入116.53dB/回传79.85dB
T012,U08,C,航段1,0.50,直连,,,116.42,122.00,true,接入116.42dB/回传79.85dB
T012,U08,C,航段1,0.55,直连,,,116.30,122.00,true,接入116.30dB/回传79.85dB
T012,U08,C,航段1,0.60,直连,,,116.19,122.00,true,接入116.19dB/回传79.85dB
T012,U08,C,航段1,0.65,直连,,,116.07,122.00,true,接入116.07dB/回传79.85dB
T012,U08,C,航段1,0.70,直连,,,115.95,122.00,true,接入115.95dB/回传79.85dB
T012,U08,C,航段1,0.75,直连,,,115.83,122.00,true,接入115.83dB/回传79.85dB
T012,U08,C,航段1,0.80,直连,,,115.71,122.00,true,接入115.71dB/回传79.85dB
T012,U08,C,航段1,0.85,直连,,,115.59,122.00,true,接入115.59dB/回传79.85dB
T012,U08,C,航段1,0.90,直连,,,115.46,122.00,true,接入115.46dB/回传79.85dB
T012,U08,C,航段1,0.95,直连,,,115.34,122.00,true,接入115.33dB/回传79.85dB
T012,U08,C,航段1,1.00,直连,,,115.21,122.00,true,接入115.21dB/回传79.85dB
T012,U08,C,航段2,0.00,直连,,,115.21,122.00,true,接入115.21dB/回传79.85dB
T012,U08,C,航段2,0.05,直连,,,115.00,122.00,true,接入115.00dB/回传79.85dB
T012,U08,C,航段2,0.10,直连,,,114.79,122.00,true,接入114.79dB/回传79.85dB
T012,U08,C,航段2,0.15,直连,,,114.58,122.00,true,接入114.58dB/回传79.85dB
T012,U08,C,航段2,0.20,直连,,,114.36,122.00,true,接入114.36dB/回传79.85dB
T012,U08,C,航段2,0.25,直连,,,114.14,122.00,true,接入114.13dB/回传79.85dB
T012,U08,C,航段2,0.30,直连,,,113.90,122.00,true,接入113.90dB/回传79.85dB
T012,U08,C,航段2,0.35,直连,,,113.67,122.00,true,接入113.66dB/回传79.85dB
T012,U08,C,航段2,0.40,直连,,,113.42,122.00,true,接入113.42dB/回传79.85dB
T012,U08,C,航段2,0.45,直连,,,113.17,122.00,true,接入113.17dB/回传79.85dB
T012,U08,C,航段2,0.50,直连,,,112.91,122.00,true,接入112.91dB/回传79.85dB
T012,U08,C,航段2,0.55,直连,,,112.64,122.00,true,接入112.64dB/回传79.85dB
T012,U08,C,航段2,0.60,直连,,,112.37,122.00,true,接入112.37dB/回传79.85dB
T012,U08,C,航段2,0.65,直连,,,112.09,122.00,true,接入112.08dB/回传79.85dB
T012,U08,C,航段2,0.70,直连,,,111.79,122.00,true,接入111.79dB/回传79.85dB
T012,U08,C,航段2,0.75,直连,,,111.49,122.00,true,接入111.48dB/回传79.85dB
T012,U08,C,航段2,0.80,直连,,,111.17,122.00,true,接入111.17dB/回传79.85dB
T012,U08,C,航段2,0.85,直连,,,110.84,122.00,true,接入110.84dB/回传79.85dB
T012,U08,C,航段2,0.90,直连,,,110.51,122.00,true,接入110.50dB/回传79.85dB
T012,U08,C,航段2,0.95,直连,,,110.15,122.00,true,接入110.15dB/回传79.85dB
T012,U08,C,航段2,1.00,直连,,,109.78,122.00,true,接入109.78dB/回传79.85dB
T012,U08,C,航段3,0.00,直连,,,109.78,122.00,true,接入109.78dB/回传79.85dB
T012,U08,C,航段3,0.05,直连,,,109.34,122.00,true,接入109.33dB/回传79.85dB
T012,U08,C,航段3,0.10,直连,,,108.87,122.00,true,接入108.86dB/回传79.85dB
T012,U08,C,航段3,0.15,直连,,,108.37,122.00,true,接入108.37dB/回传79.85dB
T012,U08,C,航段3,0.20,直连,,,107.85,122.00,true,接入107.84dB/回传79.85dB
T012,U08,C,航段3,0.25,直连,,,107.29,122.00,true,接入107.28dB/回传79.85dB
T012,U08,C,航段3,0.30,直连,,,106.69,122.00,true,接入106.68dB/回传79.85dB
T012,U08,C,航段3,0.35,直连,,,106.05,122.00,true,接入106.04dB/回传79.85dB
T012,U08,C,航段3,0.40,直连,,,105.35,122.00,true,接入105.34dB/回传79.85dB
T012,U08,C,航段3,0.45,直连,,,104.60,122.00,true,接入104.59dB/回传79.85dB
T012,U08,C,航段3,0.50,直连,,,103.78,122.00,true,接入103.76dB/回传79.85dB
T012,U08,C,航段3,0.55,直连,,,102.86,122.00,true,接入102.84dB/回传79.85dB
T012,U08,C,航段3,0.60,直连,,,101.85,122.00,true,接入101.82dB/回传79.85dB
T012,U08,C,航段3,0.65,直连,,,100.70,122.00,true,接入100.66dB/回传79.85dB
T012,U08,C,航段3,0.70,直连,,,99.37,122.00,true,接入99.32dB/回传79.85dB
T012,U08,C,航段3,0.75,直连,,,97.81,122.00,true,接入97.74dB/回传79.85dB
T012,U08,C,航段3,0.80,直连,,,95.91,122.00,true,接入95.80dB/回传79.85dB
T012,U08,C,航段3,0.85,直连,,,93.49,122.00,true,接入93.30dB/回传79.85dB
T012,U08,C,航段3,0.90,直连,,,90.20,122.00,true,接入89.78dB/回传79.85dB
T012,U08,C,航段3,0.95,直连,,,85.24,122.00,true,接入83.76dB/回传79.85dB
T012,U08,C,航段3,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T013,U02,A,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T013,U02,A,航段0,0.05,直连,,,88.40,122.00,true,接入87.75dB/回传79.85dB
T013,U02,A,航段0,0.10,直连,,,93.94,122.00,true,接入93.77dB/回传79.85dB
T013,U02,A,航段0,0.15,直连,,,97.37,122.00,true,接入97.29dB/回传79.85dB
T013,U02,A,航段0,0.20,直连,,,99.83,122.00,true,接入99.79dB/回传79.85dB
T013,U02,A,航段0,0.25,直连,,,101.75,122.00,true,接入101.73dB/回传79.85dB
T013,U02,A,航段0,0.30,直连,,,103.33,122.00,true,接入103.31dB/回传79.85dB
T013,U02,A,航段0,0.35,直连,,,104.66,122.00,true,接入104.65dB/回传79.85dB
T013,U02,A,航段0,0.40,直连,,,105.82,122.00,true,接入105.81dB/回传79.85dB
T013,U02,A,航段0,0.45,直连,,,106.84,122.00,true,接入106.83dB/回传79.85dB
T013,U02,A,航段0,0.50,直连,,,107.75,122.00,true,接入107.75dB/回传79.85dB
T013,U02,A,航段0,0.55,直连,,,108.58,122.00,true,接入108.57dB/回传79.85dB
T013,U02,A,航段0,0.60,直连,,,109.33,122.00,true,接入109.33dB/回传79.85dB
T013,U02,A,航段0,0.65,直连,,,110.03,122.00,true,接入110.03dB/回传79.85dB
T013,U02,A,航段0,0.70,直连,,,110.67,122.00,true,接入110.67dB/回传79.85dB
T013,U02,A,航段0,0.75,直连,,,111.27,122.00,true,接入111.27dB/回传79.85dB
T013,U02,A,航段0,0.80,直连,,,111.83,122.00,true,接入111.83dB/回传79.85dB
T013,U02,A,航段0,0.85,直连,,,112.36,122.00,true,接入112.36dB/回传79.85dB
T013,U02,A,航段0,0.90,直连,,,112.85,122.00,true,接入112.85dB/回传79.85dB
T013,U02,A,航段0,0.95,直连,,,113.32,122.00,true,接入113.32dB/回传79.85dB
T013,U02,A,航段0,1.00,直连,,,113.77,122.00,true,接入113.77dB/回传79.85dB
T013,U02,A,航段1,0.00,直连,,,113.77,122.00,true,接入113.77dB/回传79.85dB
T013,U02,A,航段1,0.05,直连,,,113.32,122.00,true,接入113.32dB/回传79.85dB
T013,U02,A,航段1,0.10,直连,,,112.85,122.00,true,接入112.85dB/回传79.85dB
T013,U02,A,航段1,0.15,直连,,,112.36,122.00,true,接入112.36dB/回传79.85dB
T013,U02,A,航段1,0.20,直连,,,111.83,122.00,true,接入111.83dB/回传79.85dB
T013,U02,A,航段1,0.25,直连,,,111.27,122.00,true,接入111.27dB/回传79.85dB
T013,U02,A,航段1,0.30,直连,,,110.67,122.00,true,接入110.67dB/回传79.85dB
T013,U02,A,航段1,0.35,直连,,,110.03,122.00,true,接入110.03dB/回传79.85dB
T013,U02,A,航段1,0.40,直连,,,109.33,122.00,true,接入109.33dB/回传79.85dB
T013,U02,A,航段1,0.45,直连,,,108.58,122.00,true,接入108.57dB/回传79.85dB
T013,U02,A,航段1,0.50,直连,,,107.75,122.00,true,接入107.75dB/回传79.85dB
T013,U02,A,航段1,0.55,直连,,,106.84,122.00,true,接入106.83dB/回传79.85dB
T013,U02,A,航段1,0.60,直连,,,105.82,122.00,true,接入105.81dB/回传79.85dB
T013,U02,A,航段1,0.65,直连,,,104.66,122.00,true,接入104.65dB/回传79.85dB
T013,U02,A,航段1,0.70,直连,,,103.33,122.00,true,接入103.31dB/回传79.85dB
T013,U02,A,航段1,0.75,直连,,,101.75,122.00,true,接入101.73dB/回传79.85dB
T013,U02,A,航段1,0.80,直连,,,99.83,122.00,true,接入99.79dB/回传79.85dB
T013,U02,A,航段1,0.85,直连,,,97.37,122.00,true,接入97.29dB/回传79.85dB
T013,U02,A,航段1,0.90,直连,,,93.94,122.00,true,接入93.77dB/回传79.85dB
T013,U02,A,航段1,0.95,直连,,,88.40,122.00,true,接入87.75dB/回传79.85dB
T013,U02,A,航段1,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T014,U01,A,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T014,U01,A,航段0,0.05,直连,,,92.46,122.00,true,接入92.21dB/回传79.85dB
T014,U01,A,航段0,0.10,直连,,,98.30,122.00,true,接入98.23dB/回传79.85dB
T014,U01,A,航段0,0.15,直连,,,101.78,122.00,true,接入101.76dB/回传79.85dB
T014,U01,A,航段0,0.20,直连,,,104.27,122.00,true,接入104.25dB/回传79.85dB
T014,U01,A,航段0,0.25,直连,,,106.20,122.00,true,接入106.19dB/回传79.85dB
T014,U01,A,航段0,0.30,直连,,,107.78,122.00,true,接入107.78dB/回传79.85dB
T014,U01,A,航段0,0.35,直连,,,109.12,122.00,true,接入109.12dB/回传79.85dB
T014,U01,A,航段0,0.40,直连,,,110.28,122.00,true,接入110.28dB/回传79.85dB
T014,U01,A,航段0,0.45,直连,,,111.30,122.00,true,接入111.30dB/回传79.85dB
T014,U01,A,航段0,0.50,直连,,,112.22,122.00,true,接入112.21dB/回传79.85dB
T014,U01,A,航段0,0.55,直连,,,113.04,122.00,true,接入113.04dB/回传79.85dB
T014,U01,A,航段0,0.60,直连,,,113.80,122.00,true,接入113.80dB/回传79.85dB
T014,U01,A,航段0,0.65,直连,,,114.49,122.00,true,接入114.49dB/回传79.85dB
T014,U01,A,航段0,0.70,直连,,,115.14,122.00,true,接入115.14dB/回传79.85dB
T014,U01,A,航段0,0.75,直连,,,115.74,122.00,true,接入115.74dB/回传79.85dB
T014,U01,A,航段0,0.80,直连,,,116.30,122.00,true,接入116.30dB/回传79.85dB
T014,U01,A,航段0,0.85,直连,,,116.82,122.00,true,接入116.82dB/回传79.85dB
T014,U01,A,航段0,0.90,直连,,,117.32,122.00,true,接入117.32dB/回传79.85dB
T014,U01,A,航段0,0.95,直连,,,117.79,122.00,true,接入117.79dB/回传79.85dB
T014,U01,A,航段0,1.00,直连,,,118.23,122.00,true,接入118.23dB/回传79.85dB
T014,U01,A,航段1,0.00,直连,,,118.23,122.00,true,接入118.23dB/回传79.85dB
T014,U01,A,航段1,0.05,直连,,,117.79,122.00,true,接入117.79dB/回传79.85dB
T014,U01,A,航段1,0.10,直连,,,117.32,122.00,true,接入117.32dB/回传79.85dB
T014,U01,A,航段1,0.15,直连,,,116.82,122.00,true,接入116.82dB/回传79.85dB
T014,U01,A,航段1,0.20,直连,,,116.30,122.00,true,接入116.30dB/回传79.85dB
T014,U01,A,航段1,0.25,直连,,,115.74,122.00,true,接入115.74dB/回传79.85dB
T014,U01,A,航段1,0.30,直连,,,115.14,122.00,true,接入115.14dB/回传79.85dB
T014,U01,A,航段1,0.35,直连,,,114.49,122.00,true,接入114.49dB/回传79.85dB
T014,U01,A,航段1,0.40,直连,,,113.80,122.00,true,接入113.80dB/回传79.85dB
T014,U01,A,航段1,0.45,直连,,,113.04,122.00,true,接入113.04dB/回传79.85dB
T014,U01,A,航段1,0.50,直连,,,112.22,122.00,true,接入112.21dB/回传79.85dB
T014,U01,A,航段1,0.55,直连,,,111.30,122.00,true,接入111.30dB/回传79.85dB
T014,U01,A,航段1,0.60,直连,,,110.28,122.00,true,接入110.28dB/回传79.85dB
T014,U01,A,航段1,0.65,直连,,,109.12,122.00,true,接入109.12dB/回传79.85dB
T014,U01,A,航段1,0.70,直连,,,107.78,122.00,true,接入107.78dB/回传79.85dB
T014,U01,A,航段1,0.75,直连,,,106.20,122.00,true,接入106.19dB/回传79.85dB
T014,U01,A,航段1,0.80,直连,,,104.27,122.00,true,接入104.25dB/回传79.85dB
T014,U01,A,航段1,0.85,直连,,,101.78,122.00,true,接入101.76dB/回传79.85dB
T014,U01,A,航段1,0.90,直连,,,98.30,122.00,true,接入98.23dB/回传79.85dB
T014,U01,A,航段1,0.95,直连,,,92.46,122.00,true,接入92.21dB/回传79.85dB
T014,U01,A,航段1,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T015,U07,C,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T015,U07,C,航段0,0.05,直连,,,92.08,122.00,true,接入91.81dB/回传79.85dB
T015,U07,C,航段0,0.10,直连,,,97.90,122.00,true,接入97.84dB/回传79.85dB
T015,U07,C,航段0,0.15,直连,,,101.39,122.00,true,接入101.36dB/回传79.85dB
T015,U07,C,航段0,0.20,直连,,,103.87,122.00,true,接入103.86dB/回传79.85dB
T015,U07,C,航段0,0.25,直连,,,105.81,122.00,true,接入105.79dB/回传79.85dB
T015,U07,C,航段0,0.30,直连,,,107.39,122.00,true,接入107.38dB/回传79.85dB
T015,U07,C,航段0,0.35,直连,,,108.72,122.00,true,接入108.72dB/回传79.85dB
T015,U07,C,航段0,0.40,直连,,,109.88,122.00,true,接入109.88dB/回传79.85dB
T015,U07,C,航段0,0.45,直连,,,110.90,122.00,true,接入110.90dB/回传79.85dB
T015,U07,C,航段0,0.50,直连,,,111.82,122.00,true,接入111.81dB/回传79.85dB
T015,U07,C,航段0,0.55,直连,,,112.64,122.00,true,接入112.64dB/回传79.85dB
T015,U07,C,航段0,0.60,直连,,,113.40,122.00,true,接入113.40dB/回传79.85dB
T015,U07,C,航段0,0.65,直连,,,114.10,122.00,true,接入114.09dB/回传79.85dB
T015,U07,C,航段0,0.70,直连,,,114.74,122.00,true,接入114.74dB/回传79.85dB
T015,U07,C,航段0,0.75,直连,,,115.34,122.00,true,接入115.34dB/回传79.85dB
T015,U07,C,航段0,0.80,直连,,,115.90,122.00,true,接入115.90dB/回传79.85dB
T015,U07,C,航段0,0.85,直连,,,116.42,122.00,true,接入116.42dB/回传79.85dB
T015,U07,C,航段0,0.90,直连,,,116.92,122.00,true,接入116.92dB/回传79.85dB
T015,U07,C,航段0,0.95,直连,,,117.39,122.00,true,接入117.39dB/回传79.85dB
T015,U07,C,航段0,1.00,直连,,,117.84,122.00,true,接入117.84dB/回传79.85dB
T015,U07,C,航段1,0.00,直连,,,117.84,122.00,true,接入117.84dB/回传79.85dB
T015,U07,C,航段1,0.05,直连,,,117.69,122.00,true,接入117.69dB/回传79.85dB
T015,U07,C,航段1,0.10,直连,,,117.55,122.00,true,接入117.55dB/回传79.85dB
T015,U07,C,航段1,0.15,直连,,,117.41,122.00,true,接入117.41dB/回传79.85dB
T015,U07,C,航段1,0.20,直连,,,117.26,122.00,true,接入117.26dB/回传79.85dB
T015,U07,C,航段1,0.25,直连,,,117.11,122.00,true,接入117.11dB/回传79.85dB
T015,U07,C,航段1,0.30,直连,,,116.96,122.00,true,接入116.96dB/回传79.85dB
T015,U07,C,航段1,0.35,直连,,,116.80,122.00,true,接入116.80dB/回传79.85dB
T015,U07,C,航段1,0.40,直连,,,116.64,122.00,true,接入116.64dB/回传79.85dB
T015,U07,C,航段1,0.45,直连,,,116.49,122.00,true,接入116.48dB/回传79.85dB
T015,U07,C,航段1,0.50,直连,,,116.32,122.00,true,接入116.32dB/回传79.85dB
T015,U07,C,航段1,0.55,直连,,,116.16,122.00,true,接入116.16dB/回传79.85dB
T015,U07,C,航段1,0.60,直连,,,115.99,122.00,true,接入115.99dB/回传79.85dB
T015,U07,C,航段1,0.65,直连,,,115.82,122.00,true,接入115.82dB/回传79.85dB
T015,U07,C,航段1,0.70,直连,,,115.65,122.00,true,接入115.65dB/回传79.85dB
T015,U07,C,航段1,0.75,直连,,,115.47,122.00,true,接入115.47dB/回传79.85dB
T015,U07,C,航段1,0.80,直连,,,115.29,122.00,true,接入115.29dB/回传79.85dB
T015,U07,C,航段1,0.85,直连,,,115.11,122.00,true,接入115.11dB/回传79.85dB
T015,U07,C,航段1,0.90,直连,,,114.92,122.00,true,接入114.92dB/回传79.85dB
T015,U07,C,航段1,0.95,直连,,,114.74,122.00,true,接入114.73dB/回传79.85dB
T015,U07,C,航段1,1.00,直连,,,114.54,122.00,true,接入114.54dB/回传79.85dB
T015,U07,C,航段2,0.00,直连,,,114.54,122.00,true,接入114.54dB/回传79.85dB
T015,U07,C,航段2,0.05,直连,,,114.10,122.00,true,接入114.10dB/回传79.85dB
T015,U07,C,航段2,0.10,直连,,,113.63,122.00,true,接入113.63dB/回传79.85dB
T015,U07,C,航段2,0.15,直连,,,113.13,122.00,true,接入113.13dB/回传79.85dB
T015,U07,C,航段2,0.20,直连,,,112.61,122.00,true,接入112.60dB/回传79.85dB
T015,U07,C,航段2,0.25,直连,,,112.05,122.00,true,接入112.04dB/回传79.85dB
T015,U07,C,航段2,0.30,直连,,,111.45,122.00,true,接入111.45dB/回传79.85dB
T015,U07,C,航段2,0.35,直连,,,110.80,122.00,true,接入110.80dB/回传79.85dB
T015,U07,C,航段2,0.40,直连,,,110.11,122.00,true,接入110.11dB/回传79.85dB
T015,U07,C,航段2,0.45,直连,,,109.36,122.00,true,接入109.35dB/回传79.85dB
T015,U07,C,航段2,0.50,直连,,,108.53,122.00,true,接入108.52dB/回传79.85dB
T015,U07,C,航段2,0.55,直连,,,107.61,122.00,true,接入107.61dB/回传79.85dB
T015,U07,C,航段2,0.60,直连,,,106.59,122.00,true,接入106.58dB/回传79.85dB
T015,U07,C,航段2,0.65,直连,,,105.44,122.00,true,接入105.42dB/回传79.85dB
T015,U07,C,航段2,0.70,直连,,,104.10,122.00,true,接入104.09dB/回传79.85dB
T015,U07,C,航段2,0.75,直连,,,102.53,122.00,true,接入102.50dB/回传79.85dB
T015,U07,C,航段2,0.80,直连,,,100.60,122.00,true,接入100.56dB/回传79.85dB
T015,U07,C,航段2,0.85,直连,,,98.13,122.00,true,接入98.06dB/回传79.85dB
T015,U07,C,航段2,0.90,直连,,,94.69,122.00,true,接入94.54dB/回传79.85dB
T015,U07,C,航段2,0.95,直连,,,89.08,122.00,true,接入88.52dB/回传79.85dB
T015,U07,C,航段2,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T016,U06,B,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T016,U06,B,航段0,0.05,直连,,,89.08,122.00,true,接入88.52dB/回传79.85dB
T016,U06,B,航段0,0.10,直连,,,94.69,122.00,true,接入94.54dB/回传79.85dB
T016,U06,B,航段0,0.15,直连,,,98.13,122.00,true,接入98.06dB/回传79.85dB
T016,U06,B,航段0,0.20,直连,,,100.60,122.00,true,接入100.56dB/回传79.85dB
T016,U06,B,航段0,0.25,直连,,,102.53,122.00,true,接入102.50dB/回传79.85dB
T016,U06,B,航段0,0.30,直连,,,104.10,122.00,true,接入104.09dB/回传79.85dB
T016,U06,B,航段0,0.35,直连,,,105.44,122.00,true,接入105.42dB/回传79.85dB
T016,U06,B,航段0,0.40,直连,,,106.59,122.00,true,接入106.58dB/回传79.85dB
T016,U06,B,航段0,0.45,直连,,,107.61,122.00,true,接入107.61dB/回传79.85dB
T016,U06,B,航段0,0.50,直连,,,108.53,122.00,true,接入108.52dB/回传79.85dB
T016,U06,B,航段0,0.55,直连,,,109.36,122.00,true,接入109.35dB/回传79.85dB
T016,U06,B,航段0,0.60,直连,,,110.11,122.00,true,接入110.11dB/回传79.85dB
T016,U06,B,航段0,0.65,直连,,,110.80,122.00,true,接入110.80dB/回传79.85dB
T016,U06,B,航段0,0.70,直连,,,111.45,122.00,true,接入111.45dB/回传79.85dB
T016,U06,B,航段0,0.75,直连,,,112.05,122.00,true,接入112.04dB/回传79.85dB
T016,U06,B,航段0,0.80,直连,,,112.61,122.00,true,接入112.60dB/回传79.85dB
T016,U06,B,航段0,0.85,直连,,,113.13,122.00,true,接入113.13dB/回传79.85dB
T016,U06,B,航段0,0.90,直连,,,113.63,122.00,true,接入113.63dB/回传79.85dB
T016,U06,B,航段0,0.95,直连,,,114.10,122.00,true,接入114.10dB/回传79.85dB
T016,U06,B,航段0,1.00,直连,,,114.54,122.00,true,接入114.54dB/回传79.85dB
T016,U06,B,航段1,0.00,直连,,,114.54,122.00,true,接入114.54dB/回传79.85dB
T016,U06,B,航段1,0.05,直连,,,114.76,122.00,true,接入114.76dB/回传79.85dB
T016,U06,B,航段1,0.10,直连,,,114.97,122.00,true,接入114.97dB/回传79.85dB
T016,U06,B,航段1,0.15,直连,,,115.18,122.00,true,接入115.18dB/回传79.85dB
T016,U06,B,航段1,0.20,直连,,,115.39,122.00,true,接入115.39dB/回传79.85dB
T016,U06,B,航段1,0.25,直连,,,115.59,122.00,true,接入115.59dB/回传79.85dB
T016,U06,B,航段1,0.30,直连,,,115.79,122.00,true,接入115.79dB/回传79.85dB
T016,U06,B,航段1,0.35,直连,,,115.99,122.00,true,接入115.98dB/回传79.85dB
T016,U06,B,航段1,0.40,直连,,,116.18,122.00,true,接入116.18dB/回传79.85dB
T016,U06,B,航段1,0.45,直连,,,116.37,122.00,true,接入116.36dB/回传79.85dB
T016,U06,B,航段1,0.50,直连,,,116.55,122.00,true,接入116.55dB/回传79.85dB
T016,U06,B,航段1,0.55,直连,,,116.73,122.00,true,接入116.73dB/回传79.85dB
T016,U06,B,航段1,0.60,直连,,,116.91,122.00,true,接入116.91dB/回传79.85dB
T016,U06,B,航段1,0.65,直连,,,117.09,122.00,true,接入117.08dB/回传79.85dB
T016,U06,B,航段1,0.70,直连,,,117.26,122.00,true,接入117.26dB/回传79.85dB
T016,U06,B,航段1,0.75,直连,,,117.43,122.00,true,接入117.43dB/回传79.85dB
T016,U06,B,航段1,0.80,直连,,,117.59,122.00,true,接入117.59dB/回传79.85dB
T016,U06,B,航段1,0.85,直连,,,117.76,122.00,true,接入117.76dB/回传79.85dB
T016,U06,B,航段1,0.90,直连,,,117.92,122.00,true,接入117.92dB/回传79.85dB
T016,U06,B,航段1,0.95,直连,,,118.08,122.00,true,接入118.08dB/回传79.85dB
T016,U06,B,航段1,1.00,直连,,,118.23,122.00,true,接入118.23dB/回传79.85dB
T016,U06,B,航段2,0.00,直连,,,118.23,122.00,true,接入118.23dB/回传79.85dB
T016,U06,B,航段2,0.05,直连,,,117.79,122.00,true,接入117.79dB/回传79.85dB
T016,U06,B,航段2,0.10,直连,,,117.32,122.00,true,接入117.32dB/回传79.85dB
T016,U06,B,航段2,0.15,直连,,,116.82,122.00,true,接入116.82dB/回传79.85dB
T016,U06,B,航段2,0.20,直连,,,116.30,122.00,true,接入116.30dB/回传79.85dB
T016,U06,B,航段2,0.25,直连,,,115.74,122.00,true,接入115.74dB/回传79.85dB
T016,U06,B,航段2,0.30,直连,,,115.14,122.00,true,接入115.14dB/回传79.85dB
T016,U06,B,航段2,0.35,直连,,,114.49,122.00,true,接入114.49dB/回传79.85dB
T016,U06,B,航段2,0.40,直连,,,113.80,122.00,true,接入113.80dB/回传79.85dB
T016,U06,B,航段2,0.45,直连,,,113.04,122.00,true,接入113.04dB/回传79.85dB
T016,U06,B,航段2,0.50,直连,,,112.22,122.00,true,接入112.21dB/回传79.85dB
T016,U06,B,航段2,0.55,直连,,,111.30,122.00,true,接入111.30dB/回传79.85dB
T016,U06,B,航段2,0.60,直连,,,110.28,122.00,true,接入110.28dB/回传79.85dB
T016,U06,B,航段2,0.65,直连,,,109.12,122.00,true,接入109.12dB/回传79.85dB
T016,U06,B,航段2,0.70,直连,,,107.78,122.00,true,接入107.78dB/回传79.85dB
T016,U06,B,航段2,0.75,直连,,,106.20,122.00,true,接入106.19dB/回传79.85dB
T016,U06,B,航段2,0.80,直连,,,104.27,122.00,true,接入104.25dB/回传79.85dB
T016,U06,B,航段2,0.85,直连,,,101.78,122.00,true,接入101.76dB/回传79.85dB
T016,U06,B,航段2,0.90,直连,,,98.30,122.00,true,接入98.23dB/回传79.85dB
T016,U06,B,航段2,0.95,直连,,,92.46,122.00,true,接入92.21dB/回传79.85dB
T016,U06,B,航段2,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T017,U08,C,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T017,U08,C,航段0,0.05,直连,,,84.74,122.00,true,接入83.03dB/回传79.85dB
T017,U08,C,航段0,0.10,直连,,,89.54,122.00,true,接入89.05dB/回传79.85dB
T017,U08,C,航段0,0.15,直连,,,92.80,122.00,true,接入92.57dB/回传79.85dB
